poi_name,poi_rating,poi_price,poi_category,poi_address,poi_latitude,poi_longitude,source,nearest_bike_station,distance_to_nearest_station,bike_station_name,bike_station_latitude,bike_station_longitude,number_of_bikes
Cafe Swiss,8.9,2.0,Café,"Gazi Osman Paşa Bul Swissotel Grand Efes İzmir No: 1, Pasaport, Konak, İzmir, 35110 İzmir",38.427898,27.135588,foursquare,Pasaport İskele,265.0425944220092,Pasaport İskele,38.4275173482,27.1325844103,20
Skyfire Restaurant & Bar,8.5,Unknown,Modern European,"Gazi Osman Paşa BLV. No:16 (G.O.P  Bulvari), İzmir",38.426652,27.135694,foursquare,Pasaport İskele,287.4597389508506,Pasaport İskele,38.4275173482,27.1325844103,20
Topcu,4.0,₺₺,['Turkish'],"Kazım Dirik Caddesi 3, 35210 İzmir, Turkey",38.426,27.133,yelp,Pasaport İskele,172.56188052982256,Pasaport İskele,38.4275173482,27.1325844103,20
Mezzaluna,4.6,₺₺₺,['Italian'],"Akdeniz Mah., Atatürk Cad. No:19, 35250 İzmir, Turkey",38.4236474649437,27.1287091166347,yelp,Pasaport İskele,546.9294215184087,Pasaport İskele,38.4275173482,27.1325844103,20
Red Dragon,3.6,₺₺,['Chinese'],"1379. Sok. No:57/A, Alsancak, 35220 İzmir, Turkey",38.426355,27.137185,yelp,Pasaport İskele,421.0852150497621,Pasaport İskele,38.4275173482,27.1325844103,20
Marina Cafe,5.0,₺₺,"['Cafes', 'Breakfast & Brunch']","Alsancak Mah., Atatürk Cad. No:94, 35210 İzmir, Turkey",38.4257670656815,27.132018,yelp,Pasaport İskele,200.7797683120579,Pasaport İskele,38.4275173482,27.1325844103,20
Topçunun Yeri,4.3,₺₺,['Kebab'],"Akdeniz Mah., Kazım Dirik Cad. No:3/B, 35920 İzmir, Turkey",38.42608,27.133059,yelp,Pasaport İskele,165.0863685764489,Pasaport İskele,38.4275173482,27.1325844103,20
Bonjour Restaurant,4.0,Unknown,"['Turkish', 'Pizza']","Kordon Otel, Akdeniz Cad.No: 2 Pasaport, İzmir, Turkey",38.427469,27.132421,yelp,Pasaport İskele,15.216003499183849,Pasaport İskele,38.4275173482,27.1325844103,20
Mövenpick Hotel Restaurant,5.0,Unknown,"['Turkish', 'Seafood', 'Buffets']","Cumhuriyet Blv. No:138, 35210 İzmir, Turkey",38.428118,27.134122,yelp,Pasaport İskele,149.6674059538145,Pasaport İskele,38.4275173482,27.1325844103,20
Ciğerci Zarif,4.5,₺₺,['Giblets'],"Şehit Fethi Bey Cad. No: 67, Konak, 35920 İzmir, Turkey",38.426973,27.134114,yelp,Pasaport İskele,146.34658516842885,Pasaport İskele,38.4275173482,27.1325844103,20
Birinci Kordon Balık Restoran,8.6,3.0,Seafood,"Atatürk Cad No: 196/A, 35220 İzmir",38.433692,27.138197,foursquare,Ali Çetinkaya Bulvarı,41.040940739793776,Ali Çetinkaya Bulvarı,38.4340526994,27.1380971058,12
Yemek Salonu - Kordon Orduevi,8.8,2.0,Breakfast,Unknown,38.432793,27.137496,foursquare,Ali Çetinkaya Bulvarı,149.53800932497865,Ali Çetinkaya Bulvarı,38.4340526994,27.1380971058,12
İdil Mantı Evi,7.7,Unknown,Manti,"No 1/B Doktor Mustafa Enver Bey Cad (Mustafa Enver Bey Cad), İzmir",38.433285,27.138115,foursquare,Ali Çetinkaya Bulvarı,85.37862694539234,Ali Çetinkaya Bulvarı,38.4340526994,27.1380971058,12
Ristorante Pizzeria Venedik,8.8,3.0,Pizza,"1382 Sok, No: 10 / A, Alsancak, 35110 İzmir",38.431966,27.138435,foursquare,Ali Çetinkaya Bulvarı,233.88987262246584,Ali Çetinkaya Bulvarı,38.4340526994,27.1380971058,12
Tepeleme Söğüş,8.3,2.0,Turkish,"Cumhuriyet Bul No:163, İzmir",38.432016,27.137645,foursquare,Ali Çetinkaya Bulvarı,229.86923040151603,Ali Çetinkaya Bulvarı,38.4340526994,27.1380971058,12
Ayvalık Balıkçısı Kerem,7.9,3.0,Seafood,"Atatürk Cad No:192/B (Atatürk Caddesi), İzmir",38.432428,27.136793,foursquare,Ali Çetinkaya Bulvarı,213.40218590977204,Ali Çetinkaya Bulvarı,38.4340526994,27.1380971058,12
Sirena,4.4,Unknown,"['Bars', 'Cafes', 'Coffee & Tea']","Atatürk Cad. No: 194 / 1- A, Alsancak, 35220 İzmir, Turkey",38.4333878,27.1379452,yelp,Ali Çetinkaya Bulvarı,75.10816902639283,Ali Çetinkaya Bulvarı,38.4340526994,27.1380971058,12
Kordonboyu Balık Pişiricisi,4.8,₺₺₺,['Seafood'],"Atatürk Cd. No:214/A, Alsancak, 35480 İzmir, Turkey",38.434901,27.13943,yelp,Ali Çetinkaya Bulvarı,149.5861676792501,Ali Çetinkaya Bulvarı,38.4340526994,27.1380971058,12
Beş Kardeşler Büfe,8.7,2.0,Sandwich Spot,"1382 Sok No:4/C, 35220 Konak",38.439268,27.144229,foursquare,Alsancak İskele,260.9657416530349,Alsancak İskele,38.4384639223,27.1414140426,20
Yengeç Restaurant,8.8,3.0,Seafood,"Ataturk Cad No: 314/A 1 Kordon Alsancak, Alsancak Vapur Iskelesi Karsisi (1.Kordon), İzmir",38.438078,27.141603,foursquare,Alsancak İskele,45.96028842048015,Alsancak İskele,38.4384639223,27.1414140426,20
Moresi Eskiköy,8.6,2.0,Breakfast,"Atatürk Cad No:344/1 Kordon, İzmir",38.439631,27.142232,foursquare,Alsancak İskele,148.04167387913023,Alsancak İskele,38.4384639223,27.1414140426,20
Giritli Kâmuran,8.9,2.0,Café,"Atatürk Cad No: 354/A Konak (alsancak), 35100 İzmir",38.439804,27.142292,foursquare,Alsancak İskele,167.48459046593982,Alsancak İskele,38.4384639223,27.1414140426,20
Ateş Ocakbaşı,8.8,2.0,Turkish,"Can Yucel Sok No: 3/A Konak, 35220 İzmir",38.436994,27.141944,foursquare,Alsancak İskele,169.84064023290023,Alsancak İskele,38.4384639223,27.1414140426,20
Iskele Meyhanesi,7.5,Unknown,Bar,"Ataturk Cad No: 340/A Alsancak - Kordon, İzmir",38.439514,27.142221,foursquare,Alsancak İskele,136.28410802174588,Alsancak İskele,38.4384639223,27.1414140426,20
Teyzem Börek,8.8,1.0,Bakery,"Kıbrıs Şehitleri Cad No:98/A, Konak",38.438357,27.143703,foursquare,Alsancak İskele,199.71446740075638,Alsancak İskele,38.4384639223,27.1414140426,20
Alsancak Dostlar Fırını - Boyoz,9.3,1.0,Bakery,"Kıbrıs Şehitleri Cad No: 120 Alsancak, 35210 İzmir",38.439055,27.143856,foursquare,Alsancak İskele,222.60880143400092,Alsancak İskele,38.4384639223,27.1414140426,20
Alsancak Tostçu,7.7,2.0,Fast Food,"1479 Sok No:3/C, 35220 İzmir",38.439995,27.142774,foursquare,Alsancak İskele,207.3981654351377,Alsancak İskele,38.4384639223,27.1414140426,20
Münire,9.2,1.0,Café,"1484 Sok No:4, Alsancak (Kıbrıs Şehitleri Cad. Garanti Bankası Sokağı), 35220 İzmir",38.437429,27.144368,foursquare,Alsancak İskele,281.8449580500938,Alsancak İskele,38.4384639223,27.1414140426,20
Roof Bar,4.3,₺₺,"['Bars', 'Cafes', 'Coffee & Tea']","Ege Palas Business Hotel, Cumhuriyet Bulv. No: 210 Alsancak, 35220 İzmir, Turkey",38.436191,27.141482,yelp,Alsancak İskele,252.80708470947172,Alsancak İskele,38.4384639223,27.1414140426,20
Sardunya's,4.3,Unknown,"['Bars', 'Cafes', 'Coffee & Tea']","Kıbrıs Şehitleri Cad. 1453. Sok. No:12, Alsancak, 35220 İzmir, Turkey",38.4372954028375,27.1421883287424,yelp,Alsancak İskele,146.3921031976801,Alsancak İskele,38.4384639223,27.1414140426,20
Cafe Del Mundo,5.0,₺₺,"['Cafes', 'Breakfast & Brunch', 'Coffee & Tea']","Kıbrıs Sehitleri Cad., Muzaffer Izgü Sok. No:13, 35220 İzmir, Turkey",38.437712,27.142934,yelp,Alsancak İskele,156.57606736585464,Alsancak İskele,38.4384639223,27.1414140426,20
Chickinn,3.9,₺₺,"['Turkish', 'Chinese', 'Barbeque']","Kıbrıs Sehitleri Cad. No.56, Alsancak, 35220 İzmir, Turkey",38.4367646,27.1430536,yelp,Alsancak İskele,236.84742454990393,Alsancak İskele,38.4384639223,27.1414140426,20
Alins Cafe Restaurant,2.7,₺,"['Cafes', 'Fast Food', 'Sandwiches']","Atatürk Cad. No:334/A, Alsancak, 35220 İzmir, Turkey",38.4385289868892,27.1415490912323,yelp,Alsancak İskele,13.809194720171941,Alsancak İskele,38.4384639223,27.1414140426,20
Manisalı Birtat,4.0,Unknown,"['Turkish', 'Kebab']","Kıbrıs Şehitleri Cad., No: 82/A, 35100 İzmir, Turkey",38.437573,27.143338,yelp,Alsancak İskele,194.66413885971005,Alsancak İskele,38.4384639223,27.1414140426,20
Aysel Abla Ev Yemekelri,4.3,₺₺,['Homemade Food'],"Kıbrıs Şehitleri Cad. No:159/A, 35040 İzmir, Turkey",38.439557,27.143781,yelp,Alsancak İskele,239.31534540230356,Alsancak İskele,38.4384639223,27.1414140426,20
Yaşam Vegan Cafe,5.0,Unknown,"['Vegan', 'Cafes']","Alsancak Mah., 1484. Sk. No:9/A, 35220 İzmir, Turkey",38.437658322536,27.1441784905582,yelp,Alsancak İskele,256.8987245534824,Alsancak İskele,38.4384639223,27.1414140426,20
Köfteci Turgay,4.0,Unknown,"['Turkish', 'Meatballs']","Alsancak Mah., 1456. Sok. No:92-B, 35220 İzmir, Turkey",38.436505,27.144658,yelp,Alsancak İskele,356.75778389501784,Alsancak İskele,38.4384639223,27.1414140426,20
Pier’S,8.7,Unknown,Restaurant,"Dr. Mustafa Enver Bey Cad, İzmir",38.43253,27.139767,foursquare,Plevne Bulvarı,135.06989878014267,Plevne Bulvarı,38.433102,27.141135,12
Favino Alsancak,9.0,Unknown,Theme Restaurant,"Dr. Mustafa Enver Bey Cad No:11/A, 35220 İzmir",38.432765,27.140715,foursquare,Plevne Bulvarı,52.369321588086265,Plevne Bulvarı,38.433102,27.141135,12
Murano’S,8.5,3.0,Italian,İzmir,38.432156,27.139158,foursquare,Plevne Bulvarı,201.78985707277113,Plevne Bulvarı,38.433102,27.141135,12
Paprica Pizza & Ristorante,8.8,3.0,Italian,"Dr. Mustafa Enver Bey Cad No: 30/2, 35220 İzmir",38.431971,27.142055,foursquare,Plevne Bulvarı,149.12297520235788,Plevne Bulvarı,38.433102,27.141135,12
Pizza Locale,9.1,2.0,Pizza,"1390 Sok No:5/B Alsancak, 35220 Konak",38.432524,27.142635,foursquare,Plevne Bulvarı,145.6071511261106,Plevne Bulvarı,38.433102,27.141135,12
Yuzde Yuz Restaurant & Cafe Alsancak,8.4,3.0,Restaurant,"Dr. Mustafa Bey Cad Alsancak, Konak, Konak",38.432435,27.140332,foursquare,Plevne Bulvarı,101.94568582703725,Plevne Bulvarı,38.433102,27.141135,12
Zeytinyağlı Restorant,8.6,2.0,Turkish Home Cooking,"Talatpaşa Bul, İzmir",38.434144,27.142211,foursquare,Plevne Bulvarı,149.025475623135,Plevne Bulvarı,38.433102,27.141135,12
Eski Usul Meyhane Alsancak,8.7,2.0,Meyhane,"Irfan Boyuer Sok, Donerciler Sokagi, No:2/A Alsancak, Konak (1444), 35220 İzmir",38.435307,27.141568,foursquare,Plevne Bulvarı,248.06890887200055,Plevne Bulvarı,38.433102,27.141135,12
Bade,8.4,2.0,Seafood,"Cumhuriyet Bul No:198/A ((Gündoğdu-Kalyon Pub karşısı)), 35220 İzmir",38.435329,27.141217,foursquare,Plevne Bulvarı,247.7344316851175,Plevne Bulvarı,38.433102,27.141135,12
Midyeli,4.7,₺₺,['Seafood'],"İrfan Boyuer 1444 Sk. No:4/A, Alsancak, 35220 İzmir, Turkey",38.4352989,27.1417503,yelp,Plevne Bulvarı,250.09434915869195,Plevne Bulvarı,38.433102,27.141135,12
Dükkan Burger,4.3,Unknown,['Fast Food'],"Meksika Sok. No: 18/ A, İzmir, Turkey",38.4323276944348,27.1401010671692,yelp,Plevne Bulvarı,124.59401977685224,Plevne Bulvarı,38.433102,27.141135,12
B'ready,5.0,Unknown,"['Cafes', 'Burgers']","Kültür Mah., Zuhal Yorgancıoğlu Sok. No:9-B, 35220 İzmir, Turkey",38.431584,27.142258,yelp,Plevne Bulvarı,195.0890815647009,Plevne Bulvarı,38.433102,27.141135,12
"Meşhur Tavacı Recep Usta, Alsancak",8.8,3.0,Pide,"Atatürk Cad, No: 364, Alsancak, Konak",38.440665,27.142681,foursquare,Liman,177.92607235692932,Liman,38.4421949873,27.1432792183,12
Haşmetli Meyhane,8.7,Unknown,Meyhane,"Ataturk Cad Kordon, No:376\U002Fa (Atatürk Caddesi), İzmir",38.441972,27.143463,foursquare,Liman,29.51248081978361,Liman,38.4421949873,27.1432792183,12
Big Baker,8.7,3.0,American,Konak,38.441532,27.144033,foursquare,Liman,98.71432829892042,Liman,38.4421949873,27.1432792183,12
Bet10 Coffee&Bistro,8.4,1.0,Dining and Drinking,"Atatürk Cad 1 Kordon No:370/B Alsancak (Kordon), İzmir",38.441469,27.14302,foursquare,Liman,83.82359880913305,Liman,38.4421949873,27.1432792183,12
Tek Tek Meyhanesi,7.5,Unknown,Meyhane,"Atatürk Cad No: 372 Kordon, 35220 İzmir",38.441754,27.143178,foursquare,Liman,49.821702244999265,Liman,38.4421949873,27.1432792183,12
Fayton Bistro,8.1,2.0,Café,"Alsancak Kordon 366/2A, Alsancak (Kültür cad), 35220 Konak",38.441128,27.142812,foursquare,Liman,125.42773404963256,Liman,38.4421949873,27.1432792183,12
Cızz Bızz Balık Evi,8.6,3.0,Seafood,"Kibris Sehitleri Cad No: 171/B Alsancak, İzmir",38.440044,27.14408,foursquare,Liman,249.13999979607806,Liman,38.4421949873,27.1432792183,12
Yalı Çapkını (Yalıçapkını),7.7,Unknown,Meyhane,"1478 Sok No:5/ A, İzmir",38.440083,27.143466,foursquare,Liman,235.40534839626022,Liman,38.4421949873,27.1432792183,12
Meşhur Tavacı Recep Usta,4.3,₺₺₺,"['Turkish', 'Steakhouses']","Atatürk Cad. No: 364, Alsancak, 35030 İzmir, Turkey",38.440797,27.142488,yelp,Liman,170.03822757285462,Liman,38.4421949873,27.1432792183,12
V Lounge,4.0,₺₺,"['American', 'Lounges']","Alsancak Mh., Ataturk Cd. Mert Plaza No:376/A, 35220 İzmir, Turkey",38.4421741121412,27.1433708444238,yelp,Liman,8.310647215406492,Liman,38.4421949873,27.1432792183,12
SPR Pub Restaurant,5.0,Unknown,"['Pubs', 'Burgers', 'Pizza']","Atatürk Cad. No: 370/ 1-B, 35220 İzmir, Turkey",38.4414892358439,27.1428351245316,yelp,Liman,87.48955442844002,Liman,38.4421949873,27.1432792183,12
Amfora Balık,4.0,Unknown,['Seafood'],"Atatürk Cad., No: 372 D: 1/A, 35920 İzmir, Turkey",38.44197,27.143126,yelp,Liman,28.35382715928988,Liman,38.4421949873,27.1432792183,12
Pirpirim Ocakbaşı Restaurant,8.6,1.0,BBQ,"1473 Sok, No: 5 / A, Alsancak, Konak",38.440569,27.146027,foursquare,Alsancak Garı,172.86432553835968,Alsancak Garı,38.439948857,27.1478470394,15
O'Lahmacun,8.8,2.0,Turkish,"1471 Sok No:34, Konak",38.439686,27.146916,foursquare,Alsancak Garı,86.19559975139336,Alsancak Garı,38.439948857,27.1478470394,15
Alsancak Dostlar Fırını - Boyozcu Hakan,8.9,1.0,Bakery,"1475 Sok No: 1/A Alsancak, 35220 İzmir",38.44096,27.146372,foursquare,Alsancak Garı,170.71980462698633,Alsancak Garı,38.439948857,27.1478470394,15
Sevince Lokantası Ve Meyhanesi,9.2,Unknown,Meyhane,"1471 Sok No:20/A, Konak",38.439659,27.144574,foursquare,Alsancak Garı,286.88117877204274,Alsancak Garı,38.439948857,27.1478470394,15
Zeynel Ergin Gevrek Fırını,9.5,1.0,Bakery,"1466 Sok No: 2, 35220 Konak",38.438318,27.145245,foursquare,Alsancak Garı,290.2497006628547,Alsancak Garı,38.439948857,27.1478470394,15
Alsancak Kebapçısı,7.8,2.0,Turkish,"1456 Sok, İzmir",38.439659,27.144574,foursquare,Alsancak Garı,286.88117877204274,Alsancak Garı,38.439948857,27.1478470394,15
Kulüp Ali Restoran,8.0,3.0,Seafood,"1469 Sok, No: 35, Alsancak (Kıbrısşehitleri Cd), Konak",38.439095,27.145435,foursquare,Alsancak Garı,230.53602955983376,Alsancak Garı,38.439948857,27.1478470394,15
La Puerta,4.2,₺,['Gastropubs'],"Alsancak Mah., 1469 Sk. No:69-71, 35100 İzmir, Turkey",38.439187,27.146248,yelp,Alsancak Garı,163.010188617233,Alsancak Garı,38.439948857,27.1478470394,15
China Town Restaurant,4.2,Unknown,['Turkish'],"Cumhuriyet Bulv. No:208., Alsancak, 35480 İzmir, Turkey",38.440966,27.146538,yelp,Alsancak Garı,160.59291828869544,Alsancak Garı,38.439948857,27.1478470394,15
Red Point Sushi,4.0,Unknown,['Japanese'],"Alsancak, 35030 İzmir, Turkey",38.441,27.1485,yelp,Alsancak Garı,129.98256609989917,Alsancak Garı,38.439948857,27.1478470394,15
Cortador Brazilian Steakhouse,3.5,Unknown,['Brazilian'],"Liman Cad. 10 / L Alsancak, Konak, 35230 İzmir, Turkey",38.4400228,27.1497275,yelp,Alsancak Garı,163.9842882641064,Alsancak Garı,38.439948857,27.1478470394,15
Analytichef Pastry & Coffee,8.4,2.0,Café,"Ege Perla 2 Kat (Ozan Abay caddesi), 35170 İzmir",38.44735,27.174069,foursquare,Meles Rekreasyon Alanı,375.76851033692117,Meles Rekreasyon Alanı,38.4451831829,27.1707578568,22
Meles Deltası Piknik Alanı,6.4,Unknown,Food Court,İzmir,38.448618,27.170565,foursquare,Meles Rekreasyon Alanı,382.3038720202624,Meles Rekreasyon Alanı,38.4451831829,27.1707578568,22
Çınarlı Fırını,7.9,1.0,Bakery,"Anadolu Cad No:5, İzmir",38.439997,27.172503,foursquare,Meles Rekreasyon Alanı,596.3703976599772,Meles Rekreasyon Alanı,38.4451831829,27.1707578568,22
Cafe Del VRP,7.4,2.0,Indian,Unknown,38.450551,27.170788,foursquare,Meles Rekreasyon Alanı,596.8806441818467,Meles Rekreasyon Alanı,38.4451831829,27.1707578568,22
Garden & Grill By Hilton,7.0,2.0,BBQ,Unknown,38.450282,27.171293,foursquare,Meles Rekreasyon Alanı,568.8755043536185,Meles Rekreasyon Alanı,38.4451831829,27.1707578568,22
Zeytin Restaurant,8.4,Unknown,Turkish Home Cooking,Unknown,38.447912,27.17844,foursquare,Meles Rekreasyon Alanı,734.6075953668106,Meles Rekreasyon Alanı,38.4451831829,27.1707578568,22
Kürkçü Dükkanı,7.1,Unknown,Meyhane,"1574Sokak No/5 Çınarlı Konak, İzmir",38.439105,27.172554,foursquare,Meles Rekreasyon Alanı,693.7308506342963,Meles Rekreasyon Alanı,38.4451831829,27.1707578568,22
Alaçatı Kafası,7.6,Unknown,Meyhane,"Mistral, İzmir",38.448473,27.179066,foursquare,Meles Rekreasyon Alanı,810.7453913275481,Meles Rekreasyon Alanı,38.4451831829,27.1707578568,22
Yaya Restaurant,4.3,₺₺₺₺,['Restaurants'],"Kemal Paşa Cad., No: 86/A, İzmir, Turkey",38.4256783,27.1984997,yelp,Meles Rekreasyon Alanı,3246.9202576889566,Meles Rekreasyon Alanı,38.4451831829,27.1707578568,22
Murano's,4.0,Unknown,['Italian'],"Çınarlı Mah., Ozan Abay Cad. No:8, K:1, 35170 İzmir, Turkey",38.447361,27.173954,yelp,Meles Rekreasyon Alanı,368.94085481006107,Meles Rekreasyon Alanı,38.4451831829,27.1707578568,22
Topraktan Pastanesi,4.7,₺₺,"['Desserts', 'Coffee & Tea', 'Cafes']","159. Sok. No:9/ A, Bornova, 35110 İzmir, Turkey",38.442474,27.181253,yelp,Meles Rekreasyon Alanı,962.38583758846,Meles Rekreasyon Alanı,38.4451831829,27.1707578568,22
Sultanahmet Köftecisi,3.8,₺₺,['Meatballs'],"Gürel İş Mrk., Adalet Mah. Manas Bulv.No:31-D Bayraklı, 35100 İzmir, Turkey",38.4511629507546,27.1788383156494,yelp,Meles Rekreasyon Alanı,968.1383928411591,Meles Rekreasyon Alanı,38.4451831829,27.1707578568,22
Kardeşler Pide Kebap Salonu,4.0,Unknown,"['Turkish', 'Kebab']","Fatih Cad., No: 35, 35030 İzmir, Turkey",38.438581,27.18054,yelp,Meles Rekreasyon Alanı,1124.618055162344,Meles Rekreasyon Alanı,38.4451831829,27.1707578568,22
Antakya İl Sınırı,2.0,Unknown,['Turkish'],"Mansuroğlu Mah., 1593/1 Sok. No:1, Bayraklı, 35535 İzmir, Turkey",38.452622,27.180277,yelp,Meles Rekreasyon Alanı,1171.0570531463643,Meles Rekreasyon Alanı,38.4451831829,27.1707578568,22
Emirgan Sütiş,2.0,Unknown,"['Turkish', 'Breakfast & Brunch', 'Cafes']","Adalet Mah., Manas Blv. No:37, 35530 İzmir, Turkey",38.453389,27.177265,yelp,Meles Rekreasyon Alanı,1074.0889245818275,Meles Rekreasyon Alanı,38.4451831829,27.1707578568,22
Varyant Kokoreç,7.9,Unknown,Kokoreç Restaurant,"Atatürk Mah (İstiklal Caddesi), 35000 Bornova",38.471241,27.208523,foursquare,Buz Pisti 1,419.44666422362815,Buz Pisti 1,38.468382,27.211666,20
Domino's Pizza,6.8,2.0,Pizza,"513 Sok No: 78/A, 35030 Bornova",38.4718,27.20923,foursquare,Buz Pisti 1,435.22941109058405,Buz Pisti 1,38.468382,27.211666,20
Neşve Çay Kahve Evi,4.0,₺₺,"['Coffee & Tea', 'Cafes']","Kazımdirik Mah. Süvari Cad., No: 56, 35030 İzmir, Turkey",38.4659309,27.2255096,yelp,Buz Pisti 1,1235.6818521269267,Buz Pisti 1,38.468382,27.211666,20
Gusto,4.8,₺₺,['Turkish'],"Süvari Cad., No: 20/A, Bornova Belediyesi Yakını, İzmir, Turkey",38.463518,27.215969,yelp,Buz Pisti 1,657.9301007777757,Buz Pisti 1,38.468382,27.211666,20
Meşhur Nazilli Pide ve Çorba Salonu,5.0,Unknown,['Turkish'],"538 Sok. No: 12, 35100 İzmir, Turkey",38.466472,27.219041,yelp,Buz Pisti 1,676.2924082206376,Buz Pisti 1,38.468382,27.211666,20
Cafe Şölen,4.6,₺₺,"['Coffee & Tea', 'Cafes']","Mustafa Kemal Cad. No: 11/A, 35330 İzmir, Turkey",38.465489,27.21753,yelp,Buz Pisti 1,603.4284678338698,Buz Pisti 1,38.468382,27.211666,20
Coco Loco,3.8,₺₺,"['Italian', 'Cafes']","Süvari Cad. No: 13/B, Bornova, 35030 İzmir, Turkey",38.46311,27.215232,yelp,Buz Pisti 1,663.3590354009242,Buz Pisti 1,38.468382,27.211666,20
Tusem Mantı ve Kahvaltı Evi,5.0,₺,"['Turkish Ravioli', 'Breakfast & Brunch']","Kazım Karabekir Cd. No.32 / A, Bornova, 35030 İzmir, Turkey",38.4652784278179,27.2211393029022,yelp,Buz Pisti 1,894.0558687857936,Buz Pisti 1,38.468382,27.211666,20
Kebap 74,4.0,₺,['Turkish'],"1. Sk, Bornova, 35030 İzmir, Turkey",38.4661755558074,27.2200846600715,yelp,Buz Pisti 1,772.9163776139312,Buz Pisti 1,38.468382,27.211666,20
Eren Döner ve Kebap,4.0,Unknown,['Turkish'],"166. Sk Küçükpark, Bornova, 35040 İzmir, Turkey",38.466414,27.2192191,yelp,Buz Pisti 1,693.0403566508502,Buz Pisti 1,38.468382,27.211666,20
Rcs Cafe,4.0,₺₺₺,"['Cafes', 'Coffee & Tea']","Süvari Cad. Bo:32/ A, Bornova, 35030 İzmir, Turkey",38.4630394,27.2147961,yelp,Buz Pisti 1,653.5947518501641,Buz Pisti 1,38.468382,27.211666,20
Bolulu Hasan Usta Süt Tatlıları,4.5,Unknown,"['Ice Cream & Frozen Yogurt', 'Restaurants']","Fevzi Çakmak Cad., No: 4/A, 35030 İzmir, Turkey",38.465825,27.219003,yelp,Buz Pisti 1,699.1941111015328,Buz Pisti 1,38.468382,27.211666,20
Cafe Rezine,4.7,₺,"['Coffee & Tea', 'Cafes']","Erzene Mah., Süvari Cad.  Park Apt. No: 14/B, 35030 İzmir, Turkey",38.463691,27.216307,yelp,Buz Pisti 1,659.8091516702498,Buz Pisti 1,38.468382,27.211666,20
Sevim Lokantası,4.2,₺₺,"['Turkish', 'Meatballs']","Fevzi Çakmak Cad. No: 20/ A, Bornova, 35030 İzmir, Turkey",38.465443,27.218941,yelp,Buz Pisti 1,712.7175296226742,Buz Pisti 1,38.468382,27.211666,20
Yağbasan Şarküteri,4.0,₺,['Delis'],"Mustafa Kemal Cad.154 Sok. No:4/ D, Bornova, 35030 İzmir, Turkey",38.4635420764073,27.2160765604841,yelp,Buz Pisti 1,661.1259134112204,Buz Pisti 1,38.468382,27.211666,20
Kardelen Pide Çorba Kebap Salonu,4.0,Unknown,"['Turkish', 'Barbeque']","12. Sk, Bornova, 35030 İzmir, Turkey",38.4660036062003,27.2206736428527,yelp,Buz Pisti 1,827.6144213535143,Buz Pisti 1,38.468382,27.211666,20
Agora Çaycısı,3.6,₺₺,"['Coffee & Tea', 'Cafeteria', 'Cafes']","Yalı Cad., No: 294 D: 1/A, 35600 İzmir, Turkey",38.5116882,27.3222008,yelp,Buz Pisti 1,10758.195264336937,Buz Pisti 1,38.468382,27.211666,20
Köfteci Ramiz,4.3,₺₺₺,['Meatballs'],"Kazım Dirik Mah., Süvari Cd. No:24, Bornova, 35370 İzmir, Turkey",38.462925,27.214882,yelp,Buz Pisti 1,668.2770222868123,Buz Pisti 1,38.468382,27.211666,20
Çiğli Park Cafe & Restaurant,3.5,Unknown,['Turkish'],"İstasyonaltı Mah., 80010/4 Sok. No: 3, 35630 İzmir, Turkey",38.4676018,27.2207794,yelp,Buz Pisti 1,798.1490919603286,Buz Pisti 1,38.468382,27.211666,20
Bornovalılar Kasabı,8.5,4.0,Steakhouse,555 Sok,38.464483,27.209256,foursquare,Buz Pisti 2,196.91616993043007,Buz Pisti 2,38.46576,27.207689,20
Gandi'Nin Yeri,8.7,2.0,Bar,"Yüzbaşı İbrahim Hakkı Cad No:127/A, İzmir",38.465187,27.208394,foursquare,Buz Pisti 2,88.47079732072989,Buz Pisti 2,38.46576,27.207689,20
Meyhane,8.2,2.0,Meyhane,"Yüzbaşı İbrahim Hakkı Cad No:123/B, İzmir",38.46525,27.207428,foursquare,Buz Pisti 2,61.09280943976074,Buz Pisti 2,38.46576,27.207689,20
Biz Bize,8.0,Unknown,Restaurant,"Aşık Veysel Rekreasyon Alanı Yanı (Gediz Caddesi), Bornova",38.464819,27.207697,foursquare,Buz Pisti 2,104.63689197010021,Buz Pisti 2,38.46576,27.207689,20
Bade Fırın Cafe,8.2,2.0,Café,"Gediz Cad No:36 Bornova (Gediz Caddesi), İzmir",38.464053,27.208597,foursquare,Buz Pisti 2,205.6148637844378,Buz Pisti 2,38.46576,27.207689,20
Samsun Pide Evi,8.5,Unknown,Pide,"Mustafa Kemal Cad, 159 Sok, No: 33 / A, Kazımdirik (Mustafa Kemal cad), Bornova",38.46334,27.213255,foursquare,Buz Pisti 2,554.3025744423329,Buz Pisti 2,38.46576,27.207689,20
Baba Meyhane,8.0,Unknown,Meyhane,Bornova,38.464053,27.208597,foursquare,Buz Pisti 2,205.6148637844378,Buz Pisti 2,38.46576,27.207689,20
Bahrimu Bodrum Balıkçısı,7.8,1.0,Seafood,"Yüzbaşı İbrahim Hakkı Cad No:155/C (Yüzbaşı İbrahim Hakkı caddesi no 193/A), 35100 Bornova",38.465619,27.206271,foursquare,Buz Pisti 2,124.44778228787857,Buz Pisti 2,38.46576,27.207689,20
