poi_name,poi_rating,poi_price,poi_category,poi_address,poi_latitude,poi_longitude,source,nearest_bike_station,distance_to_nearest_station,bike_station_name,bike_station_latitude,bike_station_longitude,number_of_bikes
RCS Cafe,8.2,2.0,Café,"Cengiz Topel Cad, No: 4, A, 35540 Karşıyaka",38.458792,27.094241,foursquare,Bostanlı Odağı,333.9079313264495,Bostanlı Odağı,38.456065695,27.0926334293,24
The Huch,8.5,2.0,Café,"Cengiz Topel Cad No:21 A (cengiz topel), 35000 İzmir",38.459183,27.092434,foursquare,Bostanlı Odağı,347.06368215922436,Bostanlı Odağı,38.456065695,27.0926334293,24
Dodi Çiğ Börek,8.2,Unknown,Borek,"Şehitler Bul No: 9/E, Karşıyaka Merkez, 35160 İzmir",38.458256,27.096178,foursquare,Bostanlı Odağı,393.16101481044086,Bostanlı Odağı,38.456065695,27.0926334293,24
Karşıyaka Meze Evi Ev Yemekleri,9.1,2.0,Restaurant,İzmir,38.458715,27.096397,foursquare,Bostanlı Odağı,440.65346021975756,Bostanlı Odağı,38.456065695,27.0926334293,24
Boğaziçi Restaurant Bostanlı,9.0,3.0,Turkish,"Cengiz Topel Cad No: 38 / B Bostanlı (Bostanlı), 35540 Karşıyaka",38.460367,27.090809,foursquare,Bostanlı Odağı,503.97557288655537,Bostanlı Odağı,38.456065695,27.0926334293,24
Black Jack BBQ,5.0,Unknown,"['Barbeque', 'Steakhouses', 'Cocktail Bars']","Cengiz Topel Cad. No:32/A, Bostanlı, 35590 İzmir, Turkey",38.4599246,27.0915884,yelp,Bostanlı Odağı,438.63330147026744,Bostanlı Odağı,38.456065695,27.0926334293,24
Cafe Ponte Cheese Cake House,4.4,₺₺,"['Coffee & Tea', 'Desserts', 'Cafes']","Bostanlı Mah., Bestekar Yusuf Nalkesen Sok. No:14/A, 35540 İzmir, Turkey",38.4582116165063,27.0950116342481,yelp,Bostanlı Odağı,315.9423158389708,Bostanlı Odağı,38.456065695,27.0926334293,24
Alin's Cafe & Restaurant,4.0,₺₺,"['Bars', 'Italian', 'Cafes']","Cengiz Topel Cad. No:26/A, Bostanlı, 35590 İzmir, Turkey",38.459276,27.093125,yelp,Bostanlı Odağı,359.5271137050658,Bostanlı Odağı,38.456065695,27.0926334293,24
Paprica,3.7,₺₺₺,"['Italian', 'Bars']","Cengiz Topel Cad. No:32 / A Bostanlı, Karşıyaka, 35590 İzmir, Turkey",38.4597988,27.091565,yelp,Bostanlı Odağı,425.40012178884825,Bostanlı Odağı,38.456065695,27.0926334293,24
Köfteci Yalçın Baba,8.5,1.0,Food Truck,"Bostanlı Cep, İzmir",38.461835,27.086263,foursquare,Bostanlı Spor Tesisleri,121.45399993439786,Bostanlı Spor Tesisleri,38.4622502557,27.0849728096,40
Yasemin Cafe,8.2,1.0,Café,"Cemal Gürsel Cad, 35530 Karşıyaka",38.462527,27.084649,foursquare,Bostanlı Spor Tesisleri,41.735078970840924,Bostanlı Spor Tesisleri,38.4622502557,27.0849728096,40
Çukutala Café,8.4,1.0,Bakery,"Cengiz Topel Cad No: 46/1-d (Cengiz Topel), Karşıyaka",38.461646,27.089248,foursquare,Bostanlı Spor Tesisleri,378.24835699188026,Bostanlı Spor Tesisleri,38.4622502557,27.0849728096,40
Pizza Rucola,8.6,2.0,Pizza,"Bestekar Sadi Hoşses Sok No:42/A, Karşıyaka",38.464193,27.090012,foursquare,Bostanlı Spor Tesisleri,489.043460719329,Bostanlı Spor Tesisleri,38.4622502557,27.0849728096,40
Shebo's Sandwich & Burger,8.3,2.0,Burgers,"Bestekar Sadi Hoşses Sok No:42B, 35550 Karşıyaka",38.464193,27.090012,foursquare,Bostanlı Spor Tesisleri,489.043460719329,Bostanlı Spor Tesisleri,38.4622502557,27.0849728096,40
Yuka Brasserie,7.1,Unknown,Brasserie,"Cengiz Topel Cad No46/B, İzmir",38.461422,27.089051,foursquare,Bostanlı Spor Tesisleri,366.83038355455807,Bostanlı Spor Tesisleri,38.4622502557,27.0849728096,40
Offal Food,8.8,Unknown,Dining and Drinking,"Cahar Dudayev Bul No:157/C Karşıyaka, 35590 İzmir",38.46478,27.090993,foursquare,Bostanlı Spor Tesisleri,594.8661813635513,Bostanlı Spor Tesisleri,38.4622502557,27.0849728096,40
Kemal Usta Et & Köfte,8.4,4.0,Steakhouse,"Caher Dudayev Bul No: 139/B Atakent, Bostanli, 35550 Karşıyaka",38.466098,27.089745,foursquare,Bostanlı Spor Tesisleri,596.3976598537191,Bostanlı Spor Tesisleri,38.4622502557,27.0849728096,40
Bosstanlı Meyhane,5.0,Unknown,['Tabernas'],"Bostanlı Mah., 6352. Sk. No:2/A, 35590 İzmir, Turkey",38.4630252430668,27.092684134841,yelp,Bostanlı Spor Tesisleri,676.9119425277211,Bostanlı Spor Tesisleri,38.4622502557,27.0849728096,40
Mangal Style,4.0,Unknown,['Barbeque'],"Atakent, 35540 Karşıyaka, Turkey",38.464643146662,27.0908845825186,yelp,Bostanlı Spor Tesisleri,579.4223397562116,Bostanlı Spor Tesisleri,38.4622502557,27.0849728096,40
Hong Kong Restaurant & Bistro,3.5,₺₺,['Bistros'],"6349 Sok. No:4/A-B, Bostanlı, 35590 İzmir, Turkey",38.463452,27.092616,yelp,Bostanlı Spor Tesisleri,678.7538206537863,Bostanlı Spor Tesisleri,38.4622502557,27.0849728096,40
Hayyam Meyhanesi,8.3,Unknown,Meyhane,"Caher Dudayev BLV. No:106/A, Karşıyaka",38.467417,27.087215,foursquare,Mavişehir Balıkçı Barınağı,527.4678742445701,Mavişehir Balıkçı Barınağı,38.465435,27.0817107,12
Alsancak Dostlar Fırını,9.0,1.0,Bakery,"Caher Dudayev BLV. No: 107/B Atakent, Karşıyaka",38.469271,27.087166,foursquare,Mavişehir Balıkçı Barınağı,638.3689399331075,Mavişehir Balıkçı Barınağı,38.465435,27.0817107,12
Coffee House,4.0,₺₺,"['Cafes', 'Coffee & Tea', 'Steakhouses']","Cahar Dudayev Blv., 2034 Sk. 10 6/ BAtakent, Karşıyaka, 35480 İzmir, Turkey",38.4664077,27.0868205,yelp,Mavişehir Balıkçı Barınağı,457.8354831809931,Mavişehir Balıkçı Barınağı,38.465435,27.0817107,12
Eşreff Fasıllı Meyhane,4.0,Unknown,"['Pubs', 'Restaurants']","2035. Sok. No: 8, Atakent Yüzme Havuzu Altında, İzmir, Turkey",38.467744,27.086904,yelp,Mavişehir Balıkçı Barınağı,519.9543388379143,Mavişehir Balıkçı Barınağı,38.465435,27.0817107,12
Rokka,4.5,Unknown,"['Turkish', 'Diners']","2034 Sok. No:106 Atakent, Karşıyaka, 35590 İzmir, Turkey",38.465903,27.086547,yelp,Mavişehir Balıkçı Barınağı,424.2694499084302,Mavişehir Balıkçı Barınağı,38.465435,27.0817107,12
Gondol Cafe & Restoran,4.6,₺₺,"['Cafes', 'Coffee & Tea']","Cemal Gürsel Cd., Karşıyaka, 35480 İzmir, Turkey",38.464802367522,27.0837817783209,yelp,Mavişehir Balıkçı Barınağı,193.55289864866234,Mavişehir Balıkçı Barınağı,38.465435,27.0817107,12
Mavişehir Balıkçı Barınağı,4.4,₺₺,['Seafood'],"Mavişehir Sahil, 35590 İzmir, Turkey",38.46584,27.082076,yelp,Mavişehir Balıkçı Barınağı,55.132380471054915,Mavişehir Balıkçı Barınağı,38.465435,27.0817107,12
Meyhane Saki,4.2,₺₺₺,"['Turkish', 'Seafood']","Atakent Mah., 2035 Sok. No: 28-30, İzmir, Turkey",38.467673,27.086931,yelp,Mavişehir Balıkçı Barınağı,518.1623915397578,Mavişehir Balıkçı Barınağı,38.465435,27.0817107,12
Denizkent Cafe,7.9,2.0,Café,"Sahil Yol, Karşıyaka",38.467592,27.077341,foursquare,Mavişehir,174.55837730039997,Mavişehir,38.4674834,27.0793412,8
Deniz Kent Restaurant,7.9,3.0,Seafood,"2043 Sok, No: 9, Denizbostanlısı, 35510 Karşıyaka",38.467463,27.076579,foursquare,Mavişehir,240.49186852473954,Mavişehir,38.4674834,27.0793412,8
Engözde Et Döner,8.0,Unknown,Restaurant,35550 İzmir,38.471886,27.084608,foursquare,Mavişehir,670.7447082218939,Mavişehir,38.4674834,27.0793412,8
"Girit Adasi Balikevi, Mavisehir",7.7,3.0,Fish and Chips Shop,"Cahar Dudayevbulvari No79/A Mavişehir-İzmir, 35530 İzmir",38.471633,27.085263,foursquare,Mavişehir,691.8751612900961,Mavişehir,38.4674834,27.0793412,8
01 Adana Sofrası,5.0,Unknown,"['Turkish', 'Kebab']","Mavişehir Mah. Cahar Dadayev Bulv., No: 66/A, İzmir, Turkey",38.472348,27.08398,yelp,Mavişehir,675.0455113290208,Mavişehir,38.4674834,27.0793412,8
Pidezza Grande,5.0,Unknown,"['Pizza', 'Pita']","6497 Sok. No:8/A, Mavişehir, 35590 İzmir, Turkey",38.472364,27.085475,yelp,Mavişehir,761.3654297307562,Mavişehir,38.4674834,27.0793412,8
Bay Döner,4.0,₺,['Turkish'],"Mavişehir mh., Karşıyaka, 35590 İzmir, Turkey",38.469788,27.074849,yelp,Mavişehir,467.5698959879974,Mavişehir,38.4674834,27.0793412,8
Denizkent Kafe,5.0,₺₺,['Cafes'],"2043. Sok. No:9, Mavişehir, 35590 İzmir, Turkey",38.467401462707,27.077170460081,yelp,Mavişehir,189.20736341791974,Mavişehir,38.4674834,27.0793412,8
Soydan Lokantası,4.0,₺₺,['Turkish'],"2040. Sok. Ege Park Mavişehir Moda ve Alışveriş Merkezi No: 104 D: 222 K: 2, İzmir, Turkey",38.469788,27.074849,yelp,Mavişehir,467.5698959879974,Mavişehir,38.4674834,27.0793412,8
Has Kahve Evi,3.0,Unknown,"['Coffee & Tea', 'Cafes']","2040. Sok. Ege Park Mavişehir Moda ve Alışveriş Merkezi No: 104 D: 54 K: 2, İzmir, Turkey",38.469788,27.074849,yelp,Mavişehir,467.5698959879974,Mavişehir,38.4674834,27.0793412,8
Tchibo,4.0,₺,"['Coffee & Tea', 'Cafes']","2040. Sok. Ege Park Mavişehir Moda ve Alışveriş Merkezi No: 101 K: 1, Ege Park Mavişehir Moda Ve Alışveriş Merkezi 1. Katında, İzmir, Turkey",38.469788,27.074849,yelp,Mavişehir,467.5698959879974,Mavişehir,38.4674834,27.0793412,8
Harbi-ye Dürüm Kebap,7.9,Unknown,Kebab,"Ege Park Mavişehir Avm (2040 Sokak), İzmir",38.471087,27.074305,foursquare,Mavi Bahçe,435.22274981407577,Mavi Bahçe,38.4749864,27.0747371,12
Gold Yengeç Restaurant,7.9,3.0,Seafood,"Caher Dudayev BLV. No:40, 35590 Karşıyaka",38.472546,27.075499,foursquare,Mavi Bahçe,279.34869719044934,Mavi Bahçe,38.4749864,27.0747371,12
Dükkan Sandwich Kumru,8.2,2.0,Fast Food,"2040/4 Sok No:8, İzmir",38.471959,27.074518,foursquare,Mavi Bahçe,337.1719182726671,Mavi Bahçe,38.4749864,27.0747371,12
Nappo,7.8,2.0,Pizza,"Aziz Nesin Bul Cad Blok Giris Kat, Carsi Alani No:24 D:Z04, 35590 İzmir",38.472702,27.074895,foursquare,Mavi Bahçe,254.3856992280477,Mavi Bahçe,38.4749864,27.0747371,12
Tavuk Dünyası,8.2,2.0,Fried Chicken,"Caher Dudayev Bul Mavi Bahçe Alışveriş Merkezi, 35590 Karşıyaka",38.47311,27.074049,foursquare,Mavi Bahçe,217.0749558961393,Mavi Bahçe,38.4749864,27.0747371,12
Midpoint,7.5,3.0,Dining and Drinking,"Caher Dudayev Bul Mavi Bahçe Alışveriş Merkezi, Denizbostanlısı, 35590 Karşıyaka",38.473585,27.074932,foursquare,Mavi Bahçe,156.74973679733904,Mavi Bahçe,38.4749864,27.0747371,12
Padre Brasserie By Ferdi,8.3,2.0,Pizza,"6522 Sok No:3, Karşıyaka",38.477138,27.074727,foursquare,Mavi Bahçe,239.24895766210125,Mavi Bahçe,38.4749864,27.0747371,12
Ferdi Baba,8.0,3.0,Seafood,"6522 Sok No:3, Karşıyaka",38.477071,27.074854,foursquare,Mavi Bahçe,232.02054156896196,Mavi Bahçe,38.4749864,27.0747371,12
Kent Spor&Cafe,7.7,2.0,Café,İzmir,38.474021,27.076429,foursquare,Mavi Bahçe,182.25362939557718,Mavi Bahçe,38.4749864,27.0747371,12
Baba Pizza Hilltown,7.7,2.0,Pizza,"6522 Sok No:3 (Caher Dudayev bulvarı), 35560 İzmir",38.476944,27.074974,foursquare,Mavi Bahçe,218.65019138215322,Mavi Bahçe,38.4749864,27.0747371,12
Breeze Brasserie,8.5,Unknown,Restaurant,"Caner Dudayev Bul, Mavibahçe Avm, Karşıyaka",38.477378,27.074661,foursquare,Mavi Bahçe,266.0166605017496,Mavi Bahçe,38.4749864,27.0747371,12
Fabrice,7.8,Unknown,Restaurant,"6522 Sok No:3, Karşıyaka",38.477138,27.074727,foursquare,Mavi Bahçe,239.24895766210125,Mavi Bahçe,38.4749864,27.0747371,12
The Hunger,8.3,Unknown,Restaurant,"6522 Sok No:3, Karşıyaka",38.477545,27.074809,foursquare,Mavi Bahçe,284.5725800110737,Mavi Bahçe,38.4749864,27.0747371,12
Zekeriya Usta Kokoreç,9.1,2.0,Turkish,"Carrefour Arkası (Mavişehir), İzmir",38.480802,27.075549,foursquare,Mavi Bahçe,650.5167452279411,Mavi Bahçe,38.4749864,27.0747371,12
Nappo Pizza,5.0,Unknown,['Pizza'],"Mavişehir Mah., Aziz Nesin Blv. C Blok No:24-Z0, 35590 İzmir, Turkey",38.472329,27.074229,yelp,Mavi Bahçe,298.78204902233404,Mavi Bahçe,38.4749864,27.0747371,12
Ali Kaptan,4.3,₺₺,['Turkish'],"Caher Dudayev Bulv., 35590 İzmir, Turkey",38.475208,27.077375,yelp,Mavi Bahçe,230.9533981499311,Mavi Bahçe,38.4749864,27.0747371,12
Kahve Diyarı,4.0,Unknown,"['Coffee & Tea', 'Cafes']","Mavişehir Mah., 2040 Sok. Ege Park Mavişehir Moda ve Alışveriş Merkezi No: 104 D: 236 K: 2, Ege Park Mavişehir Alışveriş Merkezi 2. Katında, İzmir, Turkey",38.470802,27.074823,yelp,Mavi Bahçe,465.3447974938012,Mavi Bahçe,38.4749864,27.0747371,12
OT,1.0,Unknown,"['Coffee & Tea', 'Cafes']","Şenlikler Mah., 2040. Sok. No:104, 35590 İzmir, Turkey",38.471219,27.074863,yelp,Mavi Bahçe,419.0597104846575,Mavi Bahçe,38.4749864,27.0747371,12
Big Chef,3.5,₺₺,"['Coffee & Tea', 'Cafes', 'Brasseries']","Mavibahçe AVM, Caher Dudayev Blv. 6521. Sok., 35550 İzmir, Turkey",38.47656,27.077401,yelp,Mavi Bahçe,290.50424121220885,Mavi Bahçe,38.4749864,27.0747371,12
İkbal,5.0,Unknown,['Turkish'],"Yalı Mah., 6522 Sok. No:3 K:2, 35550 İzmir, Turkey",38.478132498764,27.0752950359523,yelp,Mavi Bahçe,353.18612412367054,Mavi Bahçe,38.4749864,27.0747371,12
Mangal Plus,4.2,Unknown,['Turkish'],"Egepark AVM, 2040 Sok.No:104 D:209  Mavişehir, 35110 İzmir, Turkey",38.479126,27.076092,yelp,Mavi Bahçe,475.1734105422737,Mavi Bahçe,38.4749864,27.0747371,12
Hayal Kahvesi Mavibahçe,5.0,Unknown,"['Turkish', 'Lounges', 'Music Venues']","Mavişehir Mah., Caher Dudayev Blv., 35540 İzmir, Turkey",38.47531,27.07656,yelp,Mavi Bahçe,162.71589554266876,Mavi Bahçe,38.4749864,27.0747371,12
Kent Ocakbaşı,4.5,₺₺,"['Barbeque', 'Turkish']","Cahar Dudayev Bulv., 35590 İzmir, Turkey",38.475208,27.077375,yelp,Mavi Bahçe,230.9533981499311,Mavi Bahçe,38.4749864,27.0747371,12
Kuğulu Cafe,7.1,2.0,Café,"İzmir Doğal Yaşam Parkı, Çiğli",38.488922,26.961182,foursquare,Doğal Yaşam Parkı,219.61646032956418,Doğal Yaşam Parkı,38.487952,26.958984,24
Başkanın Yeri Sasalı,8.6,3.0,Seafood,"Ahmet Piriştina Cad, İzmir",38.491474,26.951538,foursquare,Doğal Yaşam Parkı,757.201878434372,Doğal Yaşam Parkı,38.487952,26.958984,24
Şen Et Dünyası,8.9,4.0,Steakhouse,İzmir,38.494602,26.952375,foursquare,Doğal Yaşam Parkı,936.8225385066148,Doğal Yaşam Parkı,38.487952,26.958984,24
Flamingo Cafe,7.9,2.0,Café,Çiğli,38.494356,26.952529,foursquare,Doğal Yaşam Parkı,907.0242138812157,Doğal Yaşam Parkı,38.487952,26.958984,24
Derin Unlu Mamulleri,8.1,1.0,Bakery,"Sasalı Mah, Çiğli",38.494086,26.951179,foursquare,Doğal Yaşam Parkı,962.6313177116231,Doğal Yaşam Parkı,38.487952,26.958984,24
Develi Cafe,6.5,2.0,Café,"İzmir Doğal Yaşam Parkı, Çiğli",38.49056,26.967073,foursquare,Doğal Yaşam Parkı,761.4149343879369,Doğal Yaşam Parkı,38.487952,26.958984,24
Tuzla Balık Restaurant,7.9,2.0,Seafood,"Ahmet Piriştina Cad No52 B., 35640 Çiğli",38.491138,26.948307,foursquare,Doğal Yaşam Parkı,994.5096471789367,Doğal Yaşam Parkı,38.487952,26.958984,24
Pizza Pizza,7.8,2.0,Pizza,"Yalı Cad No: 2/A, Alaybey (Karşıyaka), Karşıyaka",38.461393,27.127595,foursquare,Alaybey Tersane Cafe,50.37751062590969,Alaybey Tersane Cafe,38.460954,27.127738,12
Deniz Çay Evi,7.8,2.0,Café,"Yalı Cad No: 4, Karşıyaka Merkez, Karşıyaka",38.461203,27.126872,foursquare,Alaybey Tersane Cafe,80.32465419898095,Alaybey Tersane Cafe,38.460954,27.127738,12
"Pizza Pizza, Alaybey",7.1,2.0,Pizza,"Cemal Gürsel Cad, Karşıyaka",38.461393,27.127595,foursquare,Alaybey Tersane Cafe,50.37751062590969,Alaybey Tersane Cafe,38.460954,27.127738,12
Elazığ Çiğ Köftecisi,7.3,2.0,Turkish,Unknown,38.460661,27.127163,foursquare,Alaybey Tersane Cafe,59.73246825982357,Alaybey Tersane Cafe,38.460954,27.127738,12
Elazığlı Haliloğlu Çiğ Köftecisi,7.1,Unknown,Cigkofte,35050 Karşıyaka,38.460667,27.126955,foursquare,Alaybey Tersane Cafe,75.2750097673539,Alaybey Tersane Cafe,38.460954,27.127738,12
Chicky,6.9,2.0,Fast Food,"Yalı Cad No:16/A Karşıyaka, İzmir",38.460549,27.126944,foursquare,Alaybey Tersane Cafe,82.50737738490047,Alaybey Tersane Cafe,38.460954,27.127738,12
Sushitto Karşıyaka,6.6,3.0,Sushi,Karşıyaka,38.460611,27.126905,foursquare,Alaybey Tersane Cafe,81.94570217405574,Alaybey Tersane Cafe,38.460954,27.127738,12
Durmuş Usta,7.4,1.0,Soup Spot,"1675 Sok (Cemal Gürsel Caddesi), 35600 İzmir",38.462678,27.127802,foursquare,Alaybey Tersane Cafe,191.78129644710836,Alaybey Tersane Cafe,38.460954,27.127738,12
Yalı Kumrucu,7.0,2.0,Burgers,"Şehit Asım Aksoy Cad No: 2/B (Alaybey), Karşıyaka",38.46022,27.12656,foursquare,Alaybey Tersane Cafe,131.07860433841498,Alaybey Tersane Cafe,38.460954,27.127738,12
Tersana Kafe,6.6,2.0,Café,Unknown,38.462175,27.127359,foursquare,Alaybey Tersane Cafe,139.72189788918757,Alaybey Tersane Cafe,38.460954,27.127738,12
Donerci Osman Usta,4.0,Unknown,['Turkish'],"Hidayet Erzeybek Sok. No: 75/ E, Karşıyaka, 35600 İzmir, Turkey",38.461112,27.122105,yelp,Alaybey Tersane Cafe,490.77557485281494,Alaybey Tersane Cafe,38.460954,27.127738,12
Tersane Kafe,4.0,₺,['Cafes'],"Alaybey Mah., Cemal Gürsel Cad., 35480 İzmir, Turkey",38.4589747962431,27.1266781349249,yelp,Alaybey Tersane Cafe,238.64274564001246,Alaybey Tersane Cafe,38.460954,27.127738,12
Bahçelievler Gözlemecisi,5.0,Unknown,['Gozleme'],"Bahçelievler Mah., 1851/4 Sok. No:1/A, Karşıyaka, 35520 İzmir, Turkey",38.467108,27.122121,yelp,Alaybey Tersane Cafe,841.0865312057131,Alaybey Tersane Cafe,38.460954,27.127738,12
Fafuly,5.0,Unknown,"['Breakfast & Brunch', 'Black Sea']","Bahçelievler Mah., Cevdet Bilsay Cad. No:13/B, 35600 İzmir, Turkey",38.4653520016004,27.1261216972809,yelp,Alaybey Tersane Cafe,508.8813214473882,Alaybey Tersane Cafe,38.460954,27.127738,12
Cafe Tarz,3.0,Unknown,"['Cafes', 'Coffee & Tea']","1671 Sok. No: 5 / B, Karşıyaka, 35100 İzmir, Turkey",38.4635957,27.1266588,yelp,Alaybey Tersane Cafe,308.40672532830945,Alaybey Tersane Cafe,38.460954,27.127738,12
Emniyet Restaurant,8.2,Unknown,Meyhane,"1367 Sok No:14, İzmir",38.422975,27.141533,foursquare,Fuar Basmane,213.78156535002853,Fuar Basmane,38.424372,27.143219,15
Bergama Börek Evi,8.3,1.0,Dining and Drinking,"Hürriyet Bul 1362 Sok No: 24, Konak, İzmir (Fevzi Paşa Caddesi), İzmir",38.424216,27.139662,foursquare,Fuar Basmane,310.3481095621564,Fuar Basmane,38.424372,27.143219,15
Ciğerci Ali Baba,8.1,Unknown,Turkish Home Cooking,Konak,38.424573,27.139607,foursquare,Fuar Basmane,315.4462051807997,Fuar Basmane,38.424372,27.143219,15
Kelle Halil'in Yeri,8.3,4.0,Meyhane,"1301 Sok No:49 Basmane, İzmir",38.42117,27.141146,foursquare,Fuar Basmane,399.2268201563336,Fuar Basmane,38.424372,27.143219,15
Küncü Fırın & Cafe,8.6,1.0,Bakery,"Fevzipaşa Bul No:152/C, Konak",38.422668,27.138945,foursquare,Fuar Basmane,417.766664315204,Fuar Basmane,38.424372,27.143219,15
Fatih Kebap Salonu,8.3,Unknown,Kebab,"Anafartalar Cad No:699 Basmane, İzmir",38.420371,27.140719,foursquare,Fuar Basmane,495.3391080135097,Fuar Basmane,38.424372,27.143219,15
Remzi Usta Diyarbakır Lezzetleri,7.9,2.0,Turkish,"Fevzi Paşa BLV. 1361 Sok No:115, 03500 İzmir",38.422668,27.138945,foursquare,Fuar Basmane,417.766664315204,Fuar Basmane,38.424372,27.143219,15
Uğur Lokantası,8.2,3.0,Turkish Home Cooking,"Gaziosman Paşa Bul, 1369 Sok, No: 11, Küçükyalı, Konak",38.423585,27.138456,foursquare,Fuar Basmane,424.05163881960743,Fuar Basmane,38.424372,27.143219,15
Tarihi Basmane Fırını,7.6,1.0,Bakery,"Anafartalar Cad No:850 (Anafartalar Caddesi), İzmir",38.420706,27.143796,foursquare,Fuar Basmane,410.7285899979235,Fuar Basmane,38.424372,27.143219,15
Kelle Halil,4.5,Unknown,['Turkish'],"1301. Sok. No: 49, 35920 İzmir, Turkey",38.421856,27.140506,yelp,Fuar Basmane,366.2341831602162,Fuar Basmane,38.424372,27.143219,15
Yörük Ali,4.0,₺₺,['Turkish'],"Anafartalar Cad., No: 785/A, 35920 İzmir, Turkey",38.422899,27.142949,yelp,Fuar Basmane,165.4705809115052,Fuar Basmane,38.424372,27.143219,15
Güzel İzmir Oteli,5.0,₺₺,"['Hotels', 'Cafes', 'Coffee & Tea']","9 Eylul Meydani 1368 Sok. No:8, Basmane, 35530 İzmir, Turkey",38.422701,27.1441483,yelp,Fuar Basmane,202.6771480326907,Fuar Basmane,38.424372,27.143219,15
Breadli,5.0,Unknown,['Turkish'],"166. Sk  3 / A küçükpark Bornova, 35040 Bornova, Turkey",38.4203246,27.1499832,yelp,Fuar Basmane,741.4744622001358,Fuar Basmane,38.424372,27.143219,15
İtfaiye Restaurant,4.4,₺,['Turkish'],"Çankaya Mah., Şair Eşref Blv. No:1, 35210 İzmir, Turkey",38.424712,27.138103,yelp,Fuar Basmane,447.27215484928587,Fuar Basmane,38.424372,27.143219,15
P'an-ku Pancakes,9.0,2.0,Café,"1382 Sok No:37 (Şair Eşref Bulvarı), 35220 İzmir",38.430786,27.142122,foursquare,Fuar Lozan,115.87898242895703,Fuar Lozan,38.42975,27.142266,15
Simarik Cafe,7.8,2.0,Turkish,Unknown,38.429189,27.141268,foursquare,Fuar Lozan,106.99852770044933,Fuar Lozan,38.42975,27.142266,15
Cafe Reci's,4.4,₺₺,['Italian'],"1382 Sok. No: 31/A, Alsancak, 35220 İzmir, Turkey",38.431037,27.141743,yelp,Fuar Lozan,150.18428505724967,Fuar Lozan,38.42975,27.142266,15
Lozan Pastanesi,4.3,₺₺₺,"['Bakeries', 'Desserts', 'Cafes']","Plevne Blv. No:25/E, Alsancak, 35220 İzmir, Turkey",38.430237,27.141648,yelp,Fuar Lozan,76.35651234451993,Fuar Lozan,38.42975,27.142266,15
Mavi Köşe,8.5,2.0,Sandwich Spot,"Şht. Nevres Bul Süsler Apt. No: 6/A Montrö Konak, İzmir",38.427904,27.140134,foursquare,Fuar Montrö,140.79595613947953,Fuar Montrö,38.427879,27.14175,15
Rimo's Crêperie,8.5,1.0,Dining and Drinking,"Sevket Ozcelik Sok No: 37/1B Alsancak (Kültür Mahallesi Alsancak), 35210 İzmir",38.428865,27.138943,foursquare,Fuar Montrö,267.9694967567948,Fuar Montrö,38.427879,27.14175,15
Aklan Unlu Mamülleri,7.7,1.0,Bakery,"1379 sokak, 35240 İzmir",38.42849,27.138335,foursquare,Fuar Montrö,305.1365568230992,Fuar Montrö,38.427879,27.14175,15
Titizce Türk Mutfağı,4.4,₺,['Turkish'],"1370 Sok. No: 20/A, Batıgöz Hastanesi Yakını, İzmir, Turkey",38.425157,27.137705,yelp,Fuar Montrö,464.511580661732,Fuar Montrö,38.427879,27.14175,15
Rose Garden 1941,4.5,₺₺,"['Cafes', 'Brasseries', 'Coffee & Tea']","Fuar Meydanı, 103, Kültür Park , Alsancak, 35920 İzmir, Turkey",38.4277201,27.1425993,yelp,Fuar Montrö,76.06260885950945,Fuar Montrö,38.427879,27.14175,15
Kofteci Sedat Usta,7.6,2.0,Turkish,Unknown,38.481656,27.089098,foursquare,Mavişehir İzban,456.7820800848747,Mavişehir İzban,38.481502,27.083854,12
Cafe Siesta,7.8,2.0,Café,İzmir,38.48561,27.086281,foursquare,Mavişehir İzban,503.27284852583597,Mavişehir İzban,38.481502,27.083854,12
Rún Lounge,8.4,2.0,Café,"Ahmet Kemal Baysak BLV. No:44/A, Karşıyaka",38.476365,27.086934,foursquare,Mavişehir İzban,631.0000643780829,Mavişehir İzban,38.481502,27.083854,12
Naturalinn Şarküteri & Restoran,7.6,Unknown,Restaurant,"Ahmet Kemal Baysak Bul No:9/B, 35590 Karşıyaka",38.476413,27.085998,foursquare,Mavişehir İzban,595.8537121489707,Mavişehir İzban,38.481502,27.083854,12
Nora Fırın Cafe & Patisserie,8.0,1.0,Bakery,"6500 Sok . No:40, 35550",38.47592,27.086293,foursquare,Mavişehir İzban,655.9975004724736,Mavişehir İzban,38.481502,27.083854,12
Sade Kahvaltı & Çikolata,8.0,2.0,Café,"Ahmet Kemal Baysak BLV. No:14/C (Mavişehir), İzmir",38.475895,27.085036,foursquare,Mavişehir İzban,631.9037605957734,Mavişehir İzban,38.481502,27.083854,12
Kazım Bey Et Restaurant,9.3,Unknown,Restaurant,"Soyak Siesta Meydan Avm, İzmir",38.486924,27.088996,foursquare,Mavişehir İzban,750.868508048644,Mavişehir İzban,38.481502,27.083854,12
Ora,7.7,2.0,Turkish,"City Terrasse (İnönü Mah. 6718 Sok. No:68/1), Karşıyaka",38.486364,27.088338,foursquare,Mavişehir İzban,666.7916559246222,Mavişehir İzban,38.481502,27.083854,12
